iter	RMSE
1661	4.396664188
1662	4.396295297
1663	4.39595231
1664	4.395710393
1665	4.395496355
1666	4.395347782
1667	4.394810278
1668	4.394173852
1669	4.393838171
1670	4.393184759
1671	4.393032907
1672	4.392856048
1673	4.392414404
1674	4.392149619
1675	4.391646596
1676	4.391185153
1677	4.390553914
1678	4.390225136
1679	4.389852086
1680	4.389632302
1681	4.389467892
1682	4.389222947
1683	4.388697896
1684	4.388537685
1685	4.388255744
1686	4.388117146
1687	4.387887224
1688	4.387747417
1689	4.387519833
1690	4.387382157
1691	4.387136022
1692	4.387037413
1693	4.386442305
1694	4.385933836
1695	4.385502297
1696	4.385307936
1697	4.385158988
1698	4.384978929
1699	4.384846425
1700	4.384416291
1701	4.384239776
1702	4.383857601
1703	4.383596586
1704	4.383375382
1705	4.383026664
1706	4.382608253
1707	4.382393502
1708	4.382229716
1709	4.382091071
1710	4.381784322
1711	4.381387794
1712	4.381024823
1713	4.380708265
1714	4.380352462
1715	4.379883576
1716	4.379709968
1717	4.379544122
1718	4.379132854
1719	4.378922686
1720	4.378716655
1721	4.378303426
1722	4.378023166
1723	4.377686573
1724	4.37706769
1725	4.376622394
1726	4.376371319
1727	4.375768829
1728	4.37516189
1729	4.374959552
1730	4.374720013
1731	4.374455963
1732	4.374153423
1733	4.373925227
1734	4.373498422
1735	4.373187903
1736	4.372973231
1737	4.372748958
1738	4.372269855
1739	4.372125377
1740	4.371614721
1741	4.371329586
1742	4.371081222
1743	4.370736909
1744	4.370350565
1745	4.370180687
1746	4.369585008
1747	4.369189808
1748	4.368909421
1749	4.368499695
1750	4.367885403
1751	4.36769713
1752	4.36709496
1753	4.366593608
1754	4.366391096
1755	4.366053831
1756	4.365631152
1757	4.36553422
1758	4.365346252
1759	4.364988075
1760	4.36458654
1761	4.364313975
1762	4.364130104
1763	4.363947331
1764	4.363529498
1765	4.36325462
1766	4.363032453
1767	4.362668595
1768	4.362414962
1769	4.362185183
1770	4.361854905
1771	4.361505077
1772	4.361235344
1773	4.360791721
1774	4.36041221
1775	4.360213945
1776	4.359865706
1777	4.359718743
1778	4.359568794
1779	4.359215376
1780	4.359128232
1781	4.358732913
1782	4.358615933
1783	4.358430119
1784	4.358335292
1785	4.358071253
1786	4.357307118
1787	4.357175074
1788	4.356760351
1789	4.356666023
1790	4.356448705
1791	4.356218278
1792	4.355888777
1793	4.355512211
1794	4.35533478
1795	4.3550867
1796	4.35467393
1797	4.354129335
1798	4.353808667
1799	4.353225058
1800	4.352969877
1801	4.352595451
1802	4.352358388
1803	4.351953681
1804	4.351613762
1805	4.351041383
1806	4.350834309
1807	4.350087542
1808	4.349939614
1809	4.349306824
1810	4.349104802
1811	4.348246706
1812	4.347974107
1813	4.347562202
1814	4.347434256
1815	4.347184556
1816	4.347059078
1817	4.346878543
1818	4.346735195
1819	4.346541207
1820	4.346364222
1821	4.346219335
1822	4.346032243
1823	4.345444096
1824	4.345198826
1825	4.344942145
1826	4.344701177
1827	4.344559154
1828	4.34410812
1829	4.343967074
1830	4.343757519
1831	4.343520845
1832	4.342947221
1833	4.342791041
1834	4.342388347
1835	4.34201608
1836	4.341614925
1837	4.340891856
1838	4.340806844
1839	4.340454193
1840	4.340251994
1841	4.339906038
1842	4.339197372
1843	4.338959954
1844	4.338761963
1845	4.337916287
1846	4.337576823
1847	4.337304161
1848	4.336892513
1849	4.336197647
1850	4.335677138
1851	4.335507369
1852	4.335290626
1853	4.33493528
1854	4.334762754
1855	4.334381375
1856	4.333831613
1857	4.33359918
1858	4.33326475
1859	4.332863772
1860	4.332671019
1861	4.332517243
1862	4.33203704
1863	4.331703894
1864	4.331495467
1865	4.33128474
1866	4.331117144
1867	4.330948752
1868	4.33079924
1869	4.330567366
1870	4.330098337
1871	4.329784513
1872	4.329390046
1873	4.329201368
1874	4.328930722
1875	4.328678248
1876	4.328280224
1877	4.327888893
1878	4.327360025
1879	4.327155364
1880	4.326942706
1881	4.326113946
1882	4.325779067
1883	4.325512442
1884	4.325377222
1885	4.325214489
1886	4.324847765
1887	4.324595583
1888	4.324089137
1889	4.323275925
1890	4.323142691
1891	4.322644822
1892	4.322445917
1893	4.322320337
1894	4.321917547
1895	4.321522733
1896	4.321337422
1897	4.321177831
1898	4.320947049
1899	4.320150884
1900	4.32006033
1901	4.319702307
1902	4.319518246
1903	4.319208319
1904	4.318981969
1905	4.318653422
1906	4.318491808
1907	4.318105087
1908	4.318016301
1909	4.317629573
1910	4.317407325
1911	4.317226788
1912	4.316915743
1913	4.316677405
1914	4.316579077
1915	4.316143057
1916	4.315769997
1917	4.315504264
1918	4.315345909
1919	4.315143137
1920	4.314886796
1921	4.314734618
1922	4.3146231
1923	4.31419951
1924	4.314008134
1925	4.313792043
1926	4.313523155
1927	4.313387047
1928	4.313266321
1929	4.313081065
1930	4.312533722
1931	4.312171907
1932	4.312093071
1933	4.311875408
1934	4.311634486
1935	4.311437362
1936	4.311292871
1937	4.311184697
1938	4.311098139
1939	4.31088189
1940	4.310725336
1941	4.310314893
1942	4.309778024
1943	4.309261865
1944	4.309050824
1945	4.308877912
1946	4.30822385
1947	4.308097994
1948	4.30772461
1949	4.307543061
1950	4.307279388
1951	4.306493577
1952	4.306352641
1953	4.30626771
1954	4.306137506
1955	4.305771156
1956	4.305622613
1957	4.305493047
1958	4.305339362
1959	4.30504575
1960	4.304787179
1961	4.304703871
1962	4.304329505
1963	4.304196443
1964	4.30379038
1965	4.303265222
1966	4.302496218
1967	4.302241487
1968	4.30208193
1969	4.301869694
1970	4.301577115
1971	4.301369038
1972	4.301113571
1973	4.300867776
1974	4.300571911
1975	4.300179936
1976	4.299895694
1977	4.299746668
1978	4.29923172
1979	4.299026345
1980	4.298549346
1981	4.298333793
1982	4.297575911
1983	4.29719601
1984	4.297008718
1985	4.296645176
1986	4.296449982
1987	4.296306525
1988	4.296039549
1989	4.295781142
1990	4.295632661
1991	4.29554726
1992	4.295395622
1993	4.295037299
1994	4.294711069
1995	4.294361367
1996	4.293847472
1997	4.293645789
1998	4.293202183
1999	4.292953459
2000	4.292742739
2001	4.292565754
2002	4.292195209
2003	4.292081073
2004	4.291975637
2005	4.291747156
2006	4.291651136
2007	4.291547809
2008	4.291054946
2009	4.290930099
2010	4.290427063
2011	4.290157457
2012	4.289911601
2013	4.289418369
2014	4.28867798
2015	4.288543014
2016	4.288422766
2017	4.288260125
2018	4.288025808
2019	4.287753645
2020	4.287607049
2021	4.287528337
2022	4.287401302
2023	4.28728699
2024	4.286993866
2025	4.286729745
2026	4.286617353
2027	4.286356711
2028	4.28609779
2029	4.28598641
2030	4.285705952
2031	4.285505933
2032	4.285360958
2033	4.285189169
2034	4.284992691
2035	4.284530423
2036	4.284384693
2037	4.284262624
2038	4.283521606
2039	4.283267655
2040	4.282987213
2041	4.28281185
2042	4.282536351
2043	4.282299242
2044	4.281690442
2045	4.28156559
2046	4.281482116
2047	4.281365284
2048	4.281271787
2049	4.280972625
2050	4.280723347
2051	4.280666242
2052	4.280425765
2053	4.280101833
2054	4.279869193
2055	4.279155199
2056	4.278661407
2057	4.278551047
2058	4.278066902
2059	4.277808145
2060	4.277600806
2061	4.277260762
2062	4.277133989
2063	4.276859793
2064	4.27669993
2065	4.276383941
2066	4.276241899
2067	4.275921417
2068	4.275749366
2069	4.275457772
2070	4.275348668
2071	4.27506281
2072	4.274796697
2073	4.274653975
2074	4.274471761
2075	4.274222263
2076	4.27377935
2077	4.273611331
2078	4.273147498
2079	4.273014855
2080	4.272904413
2081	4.272614048
2082	4.27190829
2083	4.271623914
2084	4.271516877
2085	4.271418219
2086	4.271170637
2087	4.271016163
2088	4.270787885
2089	4.270632699
2090	4.270382099
2091	4.270185566
2092	4.269879337
2093	4.26970226
2094	4.269521428
2095	4.269292728
2096	4.269182651
2097	4.268601496
2098	4.268219038
2099	4.268113644
2100	4.268021826
2101	4.267463629
2102	4.267090569
2103	4.266847537
2104	4.266612734
2105	4.266539725
2106	4.266068028
2107	4.265855806
2108	4.265689742
2109	4.265160704
2110	4.264703169
2111	4.264573952
2112	4.264396311
2113	4.26425568
2114	4.264031253
2115	4.263857107
2116	4.263788994
2117	4.263548805
2118	4.263331752
2119	4.263164975
2120	4.262997366
2121	4.26293086
2122	4.262635835
2123	4.262187129
2124	4.262079469
2125	4.261899611
2126	4.261779964
2127	4.26161691
2128	4.261467661
2129	4.261222796
2130	4.260943727
2131	4.26037627
2132	4.260319226
2133	4.260229526
2134	4.260016935
2135	4.259782983
2136	4.259657446
2137	4.259398334
2138	4.259097245
2139	4.258821337
2140	4.258499709
2141	4.258226177
2142	4.25797995
2143	4.257880604
2144	4.257585424
2145	4.257489993
2146	4.257386106
2147	4.257137966
2148	4.256852588
2149	4.256635311
2150	4.256389479
2151	4.256292341
2152	4.256057275
2153	4.255955038
2154	4.255654556
2155	4.255192311
2156	4.255080564
2157	4.254839706
2158	4.254752159
2159	4.254628987
2160	4.254518954
2161	4.254065742
2162	4.253724493
2163	4.253488036
2164	4.253390727
2165	4.253117846
2166	4.252808873
2167	4.252608936
2168	4.252493821
2169	4.252078746
2170	4.251629976
2171	4.25156576
2172	4.25102075
2173	4.250566617
2174	4.250378803
2175	4.249934044
2176	4.249838779
2177	4.24978562
2178	4.249424419
2179	4.249289645
2180	4.249106209
2181	4.248962954
2182	4.248713917
2183	4.248506716
2184	4.248256131
2185	4.247759831
2186	4.247209667
2187	4.246769447
2188	4.246592447
2189	4.246482118
2190	4.246363121
2191	4.24620574
2192	4.245968751
2193	4.24570317
2194	4.245255232
2195	4.244845086
2196	4.244673436
2197	4.244432405
2198	4.244164734
2199	4.243897113
2200	4.243648646
2201	4.243416261
2202	4.243178788
2203	4.242951253
2204	4.242727622
2205	4.242567728
2206	4.242433247
2207	4.242372289
2208	4.242162565
2209	4.241854918
2210	4.241609127
2211	4.24150529
2212	4.241340811
2213	4.241248791
2214	4.24108754
2215	4.240686159
2216	4.240548033
2217	4.240463941
2218	4.240259711
2219	4.24008398
2220	4.239819376
2221	4.239562838
2222	4.23916544
2223	4.238948297
2224	4.238848444
2225	4.238552142
2226	4.238421457
2227	4.238338662
2228	4.238125562
2229	4.238024038
2230	4.237863195
2231	4.23759001
2232	4.237491379
2233	4.237410229
2234	4.236973478
2235	4.236768969
2236	4.236340813
2237	4.236185154
2238	4.235960872
2239	4.235733201
2240	4.235558185
2241	4.235023645
2242	4.234907453
2243	4.234662409
2244	4.234563021
2245	4.234271999
2246	4.234100557
2247	4.233890846
2248	4.23383451
2249	4.233350727
2250	4.233129931
2251	4.232973291
2252	4.23282088
2253	4.232532099
2254	4.232298299
2255	4.231962462
2256	4.231701012
2257	4.231602543
2258	4.231511633
2259	4.231221134
2260	4.231019854
2261	4.230845852
2262	4.230734403
2263	4.230478518
2264	4.230357933
2265	4.230118998
2266	4.229897744
2267	4.229702889
2268	4.229485583
2269	4.229279142
2270	4.229166795
2271	4.228977097
2272	4.228723821
2273	4.228663442
2274	4.22836038
2275	4.228124162
2276	4.22800173
2277	4.22780337
2278	4.227570337
2279	4.227508158
2280	4.227066087
2281	4.226853033
2282	4.226613828
2283	4.226520044
2284	4.226280153
2285	4.226192624
2286	4.225771966
2287	4.225685478
2288	4.225297343
2289	4.225063934
2290	4.224811588
2291	4.224430488
2292	4.224334566
2293	4.224177484
2294	4.22392881
2295	4.223708768
2296	4.223440127
2297	4.223293625
2298	4.222904054
2299	4.222762417
2300	4.222527414
2301	4.222444979
2302	4.222189866
2303	4.22191061
2304	4.221678503
2305	4.221573552
2306	4.22142993
2307	4.221345194
2308	4.221060007
2309	4.220625264
2310	4.220481699
2311	4.220405488
2312	4.220243727
2313	4.22011856
2314	4.219886875
2315	4.219792916
2316	4.219545621
2317	4.219229911
2318	4.219014814
2319	4.218924208
2320	4.218843062
2321	4.218727031
2322	4.218635246
2323	4.218262879
2324	4.217836465
2325	4.217696519
2326	4.217516963
2327	4.217428242
2328	4.217348619
2329	4.216900416
2330	4.216646457
2331	4.216542829
2332	4.21645594
2333	4.216291329
2334	4.215851941
2335	4.215757426
2336	4.215607098
2337	4.215240801
2338	4.214931196
2339	4.214856545
2340	4.214771802
2341	4.214542811
2342	4.21444099
2343	4.214276372
2344	4.214035329
2345	4.21374072
2346	4.213652298
2347	4.213419506
2348	4.213230722
2349	4.213096798
2350	4.212892234
2351	4.212769388
2352	4.212667643
2353	4.212532105
2354	4.212400912
2355	4.211969625
2356	4.211743515
2357	4.211629306
2358	4.211424325
2359	4.211287246
2360	4.211240878
2361	4.211039358
2362	4.210966028
2363	4.210767438
2364	4.210541448
2365	4.210334537
2366	4.209919661
2367	4.209619267
2368	4.209397902
2369	4.208953678
2370	4.208681111
2371	4.208596371
2372	4.208174655
2373	4.208073053
2374	4.207849821
2375	4.207767038
2376	4.207639324
2377	4.207352076
2378	4.206916997
2379	4.206784967
2380	4.206638245
2381	4.206416738
2382	4.206145696
2383	4.205949127
2384	4.205747373
2385	4.205341418
2386	4.205149177
2387	4.205066868
2388	4.204967461
2389	4.204794006
2390	4.204219365
2391	4.204081824
2392	4.203846374
2393	4.203685507
2394	4.203550855
2395	4.203297405
2396	4.203198275
2397	4.202904301
2398	4.202686483
2399	4.202488049
2400	4.202407944
2401	4.202280108
2402	4.202130706
2403	4.201702958
2404	4.201483813
2405	4.201056992
2406	4.200839959
2407	4.200721967
2408	4.200366496
2409	4.200078174
2410	4.199876133
2411	4.199722446
2412	4.199456914
2413	4.199058524
2414	4.198649532
2415	4.198595426
2416	4.198510578
2417	4.198352955
2418	4.19815865
2419	4.197851724
2420	4.197501812
2421	4.197332317
2422	4.197148947
2423	4.196931363
2424	4.19681321
2425	4.196695241
2426	4.196568325
2427	4.196444386
2428	4.196249402
2429	4.195948419
2430	4.195690555
2431	4.195567039
2432	4.195285228
2433	4.195069719
2434	4.19487326
2435	4.194455522
2436	4.19437218
2437	4.194258517
2438	4.194069327
2439	4.193961637
2440	4.193592472
2441	4.193450626
2442	4.193107284
2443	4.192847727
2444	4.192795344
2445	4.1925148
2446	4.192141218
2447	4.192058668
2448	4.191967269
2449	4.191783629
2450	4.191396774
2451	4.191344222
2452	4.191153853
2453	4.190845677
2454	4.19077669
2455	4.190246279
2456	4.190069345
2457	4.18971202
2458	4.189461686
2459	4.189187351
2460	4.188975917
2461	4.188702097
2462	4.188639526
2463	4.188121398
2464	4.187913179
2465	4.187764491
2466	4.187502186
2467	4.18738716
2468	4.187194782
2469	4.186915991
2470	4.186517421
2471	4.186140227
2472	4.185860111
2473	4.185655669
2474	4.185388202
2475	4.185171958
2476	4.184807107
2477	4.184616189
2478	4.184426752
2479	4.184313888
2480	4.184015388
2481	4.183935828
2482	4.183780464
2483	4.183412671
2484	4.183291622
2485	4.182988087
2486	4.182909996
2487	4.182698757
2488	4.182522465
2489	4.182357584
2490	4.182235305
2491	4.182108407
2492	4.181719768
2493	4.181503423
2494	4.180941626
2495	4.180855351
2496	4.180771914
2497	4.18058428
2498	4.180286988
2499	4.180195144
2500	4.180076471
2501	4.179568202
2502	4.179383787
2503	4.179237366
2504	4.179079745
2505	4.178997721
2506	4.178852801
2507	4.178768601
2508	4.17851797
2509	4.178450496
2510	4.178335063
2511	4.178187572
2512	4.178036852
2513	4.177744125
2514	4.177563472
2515	4.177289033
2516	4.177141374
2517	4.17688079
2518	4.176492411
2519	4.176389005
2520	4.176212003
2521	4.175876961
2522	4.17575263
2523	4.175548693
2524	4.175492923
2525	4.175280917
2526	4.175021174
2527	4.1748678
2528	4.174662959
2529	4.174302395
2530	4.17421281
2531	4.174050504
2532	4.173648578
2533	4.173484213
2534	4.173126348
2535	4.173004849
2536	4.172862028
2537	4.172691569
2538	4.172542193
2539	4.172440778
2540	4.172324375
2541	4.172118632
2542	4.172037277
2543	4.171822059
2544	4.171565238
2545	4.171406879
2546	4.171307391
2547	4.171225175
2548	4.170874237
2549	4.170734257
2550	4.170679767
2551	4.170354595
2552	4.170267111
2553	4.170010792
2554	4.169846018
2555	4.169702637
2556	4.169605211
2557	4.169408636
2558	4.1692095
2559	4.169056431
2560	4.168737914
2561	4.168624317
2562	4.168561479
2563	4.16850836
2564	4.168295314
2565	4.168138943
2566	4.168027689
2567	4.167881965
2568	4.167722885
2569	4.167587348
2570	4.167401405
2571	4.167285932
2572	4.167157787
2573	4.166957209
2574	4.166668384
2575	4.16617091
2576	4.165988514
2577	4.165902515
2578	4.165772141
2579	4.165597738
2580	4.16545525
2581	4.16535141
2582	4.165239392
2583	4.165134171
2584	4.164979
2585	4.164779628
2586	4.164577411
2587	4.164185177
2588	4.163989636
2589	4.163909394
2590	4.163769912
2591	4.163456445
2592	4.163058619
2593	4.162913132
2594	4.162714988
2595	4.162544289
2596	4.162170299
2597	4.161885144
2598	4.161809526
2599	4.161656121
2600	4.161516949
2601	4.161363454
2602	4.160811983
2603	4.160757748
2604	4.160626854
2605	4.160546387
2606	4.160162052
2607	4.15989483
2608	4.159827444
2609	4.159648395
2610	4.159539863
2611	4.159272143
2612	4.159179129
2613	4.158890962
2614	4.158802601
2615	4.15869321
2616	4.158412836
2617	4.158266362
2618	4.158198976
2619	4.158066278
2620	4.157971237
2621	4.157596918
2622	4.157554038
2623	4.157500591
2624	4.157347544
2625	4.157276026
2626	4.157157589
2627	4.157048877
2628	4.156898842
2629	4.156827399
2630	4.156461117
2631	4.156333365
2632	4.155966417
2633	4.155830891
2634	4.155789087
2635	4.15560667
2636	4.15532501
2637	4.155260412
2638	4.155113551
2639	4.155039482
2640	4.154969472
2641	4.15474406
2642	4.154653413
2643	4.154117183
2644	4.153835006
2645	4.153755659
2646	4.153639973
2647	4.153450919
2648	4.153300252
2649	4.153097682
2650	4.152954867
2651	4.152734224
2652	4.152165914
2653	4.151902123
2654	4.151806875
2655	4.151639845
2656	4.151487103
2657	4.151339305
2658	4.151250876
2659	4.151001811
2660	4.150485788
2661	4.150228484
2662	4.149963416
2663	4.149823633
2664	4.149607142
2665	4.149566141
2666	4.149189637
2667	4.148913876
2668	4.148844276
2669	4.148757817
2670	4.148474865
2671	4.148284367
2672	4.148089318
2673	4.14778141
2674	4.147568697
2675	4.147287514
2676	4.146819598
2677	4.146669609
2678	4.146478642
2679	4.146239822
2680	4.146145913
2681	4.145935829
2682	4.145632975
2683	4.145274173
2684	4.145128878
2685	4.144882885
2686	4.144832134
2687	4.144668463
2688	4.144586618
2689	4.144084569
2690	4.143937812
2691	4.143795294
2692	4.14356491
2693	4.143479515
2694	4.143374522
2695	4.143270619
2696	4.143184518
2697	4.143111198
2698	4.142860743
2699	4.142610047
2700	4.142352633
2701	4.142166639
2702	4.141680827
2703	4.141434939
2704	4.141374951
2705	4.1412006
2706	4.140829383
2707	4.140745521
2708	4.140504491
2709	4.140452338
2710	4.140370988
2711	4.140289561
2712	4.140232356
2713	4.140053057
2714	4.139847349
2715	4.139727231
2716	4.139647536
2717	4.139283434
2718	4.139155032
2719	4.139005587
2720	4.13874698
2721	4.138380416
2722	4.138172258
2723	4.13790205
2724	4.137765969
2725	4.137675103
2726	4.137532461
2727	4.137406812
2728	4.137112907
2729	4.137045282
2730	4.136936674
2731	4.136794195
2732	4.136521913
2733	4.136381777
2734	4.136035774
2735	4.135905329
2736	4.135795319
2737	4.135581647
2738	4.135383296
2739	4.135024636
2740	4.134815181
2741	4.134736838
2742	4.134584136
2743	4.134535582
2744	4.134398903
2745	4.133865774
2746	4.133706526
2747	4.133633588
2748	4.133384568
2749	4.133228898
2750	4.132951087
2751	4.13269777
2752	4.132425433
2753	4.131976943
2754	4.131621157
2755	4.13154854
2756	4.131346785
2757	4.131225249
2758	4.131131804
2759	4.130942599
2760	4.130654133
2761	4.130594809
2762	4.13046181
2763	4.130279763
2764	4.130100656
2765	4.130030849
2766	4.129662671
2767	4.129501347
2768	4.129264598
2769	4.129021686
2770	4.128941825
2771	4.128754485
2772	4.1286551
2773	4.128450956
2774	4.128268111
2775	4.128177639
2776	4.127994151
2777	4.127573532
2778	4.127391525
2779	4.127258987
2780	4.127162119
2781	4.126880512
2782	4.126744856
2783	4.126606682
2784	4.12648843
2785	4.126411302
2786	4.126170243
2787	4.126090772
2788	4.126013304
2789	4.125731378
2790	4.125561864
2791	4.125284454
2792	4.125215061
2793	4.12500962
2794	4.124914573
2795	4.12485758
2796	4.124656201
2797	4.124309893
2798	4.124033705
2799	4.123691839
2800	4.123453346
2801	4.123278122
2802	4.123190164
2803	4.122925399
2804	4.122546483
2805	4.122411996
2806	4.121999169
2807	4.121892342
2808	4.121616306
2809	4.121389985
2810	4.121311583
2811	4.121138339
2812	4.12102221
2813	4.120617517
2814	4.120280373
2815	4.120046328
2816	4.119980757
2817	4.119641965
2818	4.119594785
2819	4.119538026
2820	4.119331181
2821	4.11929236
2822	4.119187672
2823	4.119120078
2824	4.119023184
2825	4.118776017
2826	4.118646749
2827	4.118241107
2828	4.117911133
2829	4.117681417
2830	4.117574511
2831	4.117249181
2832	4.117159005
2833	4.117090752
2834	4.117036318
2835	4.116923516
2836	4.116680841
2837	4.116508011
2838	4.116405327
2839	4.116276771
2840	4.116175659
2841	4.115847166
2842	4.115733683
2843	4.115336641
2844	4.115077635
2845	4.114807312
2846	4.114585087
2847	4.1144856
2848	4.114353431
2849	4.114228049
2850	4.113994305
2851	4.113672442
2852	4.113580074
2853	4.1132481
2854	4.113195056
2855	4.113117847
2856	4.113031882
2857	4.112765153
2858	4.112548533
2859	4.112357154
2860	4.112169573
2861	4.111850364
2862	4.111526046
2863	4.111350956
2864	4.111037957
2865	4.110892608
2866	4.11083705
2867	4.110758188
2868	4.110689157
2869	4.110547685
2870	4.110352773
2871	4.110083449
2872	4.109845865
2873	4.109717231
2874	4.109650637
2875	4.109376977
2876	4.109282437
2877	4.109184963
2878	4.109018288
2879	4.108919094
2880	4.108609578
2881	4.108345007
2882	4.108243599
2883	4.108020464
2884	4.107630593
2885	4.107458699
2886	4.107366597
2887	4.10698435
2888	4.106879536
2889	4.106807133
2890	4.106671346
2891	4.106403674
2892	4.106353762
2893	4.106050063
2894	4.105656443
2895	4.105602615
2896	4.105228452
2897	4.104930455
2898	4.104738935
2899	4.104493248
2900	4.104199833
2901	4.104057674
2902	4.103991613
2903	4.103703865
2904	4.103479885
2905	4.103415383
2906	4.10295021
2907	4.102785474
2908	4.102675147
2909	4.102391681
2910	4.102073169
2911	4.10184751
2912	4.101620388
2913	4.101311714
2914	4.101123881
2915	4.100888744
2916	4.100611354
2917	4.100471761
2918	4.10039532
2919	4.10012165
2920	4.100059592
2921	4.099933504
2922	4.099799317
2923	4.099545705
2924	4.099456284
2925	4.099285049
2926	4.099176724
2927	4.098957435
2928	4.098716447
2929	4.09855362
2930	4.098332145
2931	4.098260232
2932	4.098159506
2933	4.09789138
2934	4.097628033
2935	4.097465275
2936	4.097240754
2937	4.097114364
2938	4.096929738
2939	4.096834237
2940	4.096653182
2941	4.096283342
2942	4.096177257
2943	4.095935013
2944	4.095769831
2945	4.095505198
2946	4.095373581
2947	4.094920644
2948	4.094467291
2949	4.094085286
2950	4.093825982
2951	4.093702681
2952	4.093386829
2953	4.09302524
2954	4.09286341
2955	4.092371449
2956	4.09223953
2957	4.092081254
2958	4.091887273
2959	4.091586229
2960	4.091367669
2961	4.091268863
2962	4.091012003
2963	4.090821216
2964	4.090719994
2965	4.09056803
2966	4.090408945
2967	4.09034947
2968	4.090090373
2969	4.089834295
2970	4.089752847
2971	4.089673435
2972	4.089549908
2973	4.089439783
2974	4.089382685
2975	4.089176799
2976	4.089056494
2977	4.089002628
2978	4.08893925
2979	4.088847289
2980	4.088794497
2981	4.088742755
2982	4.088592028
2983	4.088425508
2984	4.088346633
2985	4.088269327
2986	4.088071508
2987	4.087716449
2988	4.087663883
2989	4.087314037
2990	4.087184432
2991	4.086936442
2992	4.086592706
2993	4.086341982
2994	4.086178628
2995	4.086057192
2996	4.08583081
2997	4.085690396
2998	4.085550829
2999	4.085353871
3000	4.085236281
3001	4.085185825
3002	4.085089975
3003	4.084869364
3004	4.084617795
3005	4.084508771
3006	4.084244548
3007	4.083988357
3008	4.083826082
3009	4.08353627
3010	4.083415746
3011	4.0831315
3012	4.083033785
3013	4.082679026
3014	4.082427742
3015	4.08233152
3016	4.082281413
3017	4.082231918
3018	4.082162269
3019	4.081935759
3020	4.081854388
3021	4.081757314
3022	4.081630925
3023	4.081381625
3024	4.081142403
3025	4.080863116
3026	4.08060808
3027	4.080512901
3028	4.080436151
3029	4.080174159
3030	4.079927554
3031	4.079723323
3032	4.079629985
3033	4.079515078
3034	4.079390721
3035	4.079146021
3036	4.079097758
3037	4.079050455
3038	4.078940954
3039	4.07860329
3040	4.078362405
3041	4.078244609
3042	4.077997609
3043	4.077789164
3044	4.077643722
3045	4.077316841
3046	4.077254237
3047	4.077038285
3048	4.076917823
3049	4.076639953
3050	4.076522722
3051	4.076428013
3052	4.07637084
3053	4.076261398
3054	4.076161324
3055	4.076068497
3056	4.075640649
3057	4.07550894
3058	4.075297341
3059	4.075055262
3060	4.074815979
3061	4.07456705
3062	4.074505076
3063	4.074426551
3064	4.074331175
3065	4.07415202
3066	4.073953186
3067	4.073788086
3068	4.073446596
3069	4.07322549
3070	4.07298919
3071	4.072671786
3072	4.072434533
3073	4.072336042
3074	4.072121785
3075	4.071889331
3076	4.071816957
3077	4.071563419
3078	4.071516774
3079	4.071276871
3080	4.071073824
3081	4.070946926
3082	4.070874116
3083	4.070562837
3084	4.070397576
3085	4.070135783
3086	4.070029115
3087	4.069918489
3088	4.069734406
3089	4.069662459
3090	4.069463463
3091	4.06933508
3092	4.068849497
3093	4.068668418
3094	4.068417462
3095	4.068183822
3096	4.067866545
3097	4.067564668
3098	4.06735467
3099	4.067179215
3100	4.066948537
3101	4.066704944
3102	4.066509788
3103	4.066207524
3104	4.065974416
3105	4.065746956
3106	4.065587026
3107	4.065317891
3108	4.065126304
3109	4.06507778
3110	4.064872006
3111	4.064765785
3112	4.064608998
3113	4.064563419
3114	4.064206645
3115	4.064015942
3116	4.063946319
3117	4.063717509
3118	4.063640268
3119	4.063449015
3120	4.063404119
3121	4.063217089
3122	4.063100795
3123	4.062993571
3124	4.062949478
3125	4.06290275
3126	4.062674063
3127	4.062605885
3128	4.062532929
3129	4.062344929
3130	4.062278525
3131	4.06222177
3132	4.061997347
3133	4.061815916
3134	4.061611571
3135	4.061566296
3136	4.061475124
3137	4.061172045
3138	4.061052515
3139	4.060576758
3140	4.060459697
3141	4.060257654
3142	4.060067756
3143	4.059978348
3144	4.05985192
3145	4.059554969
3146	4.05934146
3147	4.059077738
3148	4.058985715
3149	4.058726942
3150	4.058671311
3151	4.058554652
3152	4.058441276
3153	4.058150081
3154	4.05787221
3155	4.057773279
3156	4.057477239
3157	4.057250173
3158	4.057185509
3159	4.056845183
3160	4.056802472
3161	4.056745716
3162	4.056651104
3163	4.056556428
3164	4.056305485
3165	4.056082174
3166	4.055758981
3167	4.055485502
3168	4.055255519
3169	4.055072301
3170	4.054555215
3171	4.05445872
3172	4.054364006
3173	4.054250534
3174	4.054038546
3175	4.053857754
3176	4.05370523
3177	4.053603041
3178	4.053498806
3179	4.053319789
3180	4.053162096
3181	4.053091737
3182	4.052967091
3183	4.052925065
3184	4.052521929
3185	4.052256337
3186	4.052122388
3187	4.05196774
3188	4.051923558
3189	4.051483297
3190	4.050976208
3191	4.050799609
3192	4.050632715
3193	4.05052136
3194	4.050465523
3195	4.05029414
3196	4.050111197
3197	4.049904288
3198	4.049789375
3199	4.049564957
3200	4.049524511
3201	4.049187097
3202	4.048848597
3203	4.048629775
3204	4.048477563
3205	4.048300743
3206	4.04816892
3207	4.048099998
3208	4.047894127
3209	4.047743852
3210	4.047568175
3211	4.047378442
3212	4.047228919
3213	4.047073228
3214	4.046853068
